DESTINATION_AIRPORT,MONTH,DAY,ARRIVAL_DELAY
JFK,2,26,283
JFK,2,27,288
JFK,2,28,255
JFK,3,1,224
JFK,3,2,283
JFK,3,3,268
JFK,3,4,238
JFK,3,5,201
JFK,3,6,262
JFK,3,7,253
JFK,3,8,287
JFK,3,9,288
JFK,3,10,280
JFK,3,11,285
JFK,3,12,290
JFK,3,13,285
JFK,3,14,253
JFK,3,15,251
JFK,3,16,287
JFK,3,17,246
JFK,3,18,254
JFK,3,19,294
JFK,3,20,249
JFK,3,21,257
JFK,3,22,294
JFK,3,23,289
JFK,3,24,280
JFK,3,25,284
JFK,3,26,287
JFK,3,27,287
JFK,3,28,260
JFK,3,29,292
JFK,3,30,290
JFK,3,31,280
JFK,4,1,288
JFK,4,2,297
JFK,4,3,284
JFK,4,4,235
JFK,4,5,280
JFK,4,6,288
JFK,4,7,292
JFK,4,8,287
JFK,4,9,297
JFK,4,10,290
JFK,4,11,258
JFK,4,12,292
JFK,4,13,290
JFK,4,14,283
JFK,4,15,290
JFK,4,16,297
JFK,4,17,291
JFK,4,18,256
JFK,4,19,291
JFK,4,20,238
JFK,4,21,285
JFK,4,22,287
JFK,4,23,295
JFK,4,24,291
JFK,4,25,257
JFK,4,26,290
JFK,4,27,290
JFK,4,28,281
JFK,4,29,283
JFK,4,30,293
JFK,5,1,290
JFK,5,2,259
JFK,5,3,291
JFK,5,4,294
JFK,5,5,286
JFK,5,6,286
JFK,5,7,281
JFK,5,8,294
JFK,5,9,250
JFK,5,10,281
JFK,5,11,292
JFK,5,12,275
JFK,5,13,292
JFK,5,14,295
JFK,5,15,295
JFK,5,16,257
JFK,5,17,292
JFK,5,18,286
JFK,5,19,288
JFK,5,20,291
JFK,5,21,297
JFK,5,22,298
JFK,5,23,255
JFK,5,24,266
JFK,5,25,287
JFK,5,26,295
JFK,5,27,271
JFK,5,28,295
JFK,5,29,296
JFK,5,30,261
JFK,5,31,277
JFK,6,1,267
JFK,6,2,294
JFK,6,3,294
JFK,6,4,300
JFK,6,5,300
JFK,6,6,266
JFK,6,7,299
JFK,6,8,298
JFK,6,9,293
JFK,6,10,294
JFK,6,11,298
JFK,6,12,298
JFK,6,13,265
JFK,6,14,295
JFK,6,15,299
JFK,6,16,294
JFK,6,17,295
JFK,6,18,303
JFK,6,19,300
JFK,6,20,246
JFK,6,21,301
JFK,6,22,303
JFK,6,23,284
JFK,6,24,296
JFK,6,25,302
JFK,6,26,301
JFK,6,27,263
JFK,6,28,289
JFK,6,29,291
JFK,6,30,287
JFK,7,1,299
JFK,7,2,302
JFK,7,3,270
JFK,7,4,258
JFK,7,5,302
JFK,7,6,304
JFK,7,7,293
JFK,7,8,297
JFK,7,9,298
JFK,7,10,303
JFK,7,11,270
JFK,7,12,301
JFK,7,13,302
JFK,7,14,284
JFK,7,15,289
JFK,7,16,303
JFK,7,17,303
JFK,7,18,266
JFK,7,19,300
JFK,7,20,303
JFK,7,21,298
JFK,7,22,301
JFK,7,23,306
JFK,7,24,304
JFK,7,25,269
JFK,7,26,299
JFK,7,27,302
JFK,7,28,299
JFK,7,29,298
JFK,7,30,291
JFK,7,31,301
JFK,8,1,271
JFK,8,2,300
JFK,8,3,305
JFK,8,4,300
JFK,8,5,297
JFK,8,6,302
JFK,8,7,298
JFK,8,8,270
JFK,8,9,288
JFK,8,10,303
JFK,8,11,280
JFK,8,12,300
JFK,8,13,302
JFK,8,14,300
JFK,8,15,259
JFK,8,16,292
JFK,8,17,303
JFK,8,18,298
JFK,8,19,296
JFK,8,20,295
JFK,8,21,300
JFK,8,22,271
JFK,8,23,302
JFK,8,24,301
JFK,8,25,297
JFK,8,26,300
JFK,8,27,302
JFK,8,28,295
JFK,8,29,272
JFK,8,30,295
JFK,8,31,300
JFK,9,1,284
JFK,9,2,274
JFK,9,3,285
JFK,9,4,284
JFK,9,5,241
JFK,9,6,260
JFK,9,7,271
JFK,9,8,275
JFK,9,9,264
JFK,9,10,243
JFK,9,11,259
JFK,9,12,236
JFK,9,13,276
JFK,9,14,262
JFK,9,15,255
JFK,9,16,270
JFK,9,17,276
JFK,9,18,277
JFK,9,19,240
JFK,9,20,276
JFK,9,21,277
JFK,9,22,258
JFK,9,23,261
JFK,9,24,275
JFK,9,25,277
JFK,9,26,244
JFK,9,27,279
JFK,9,28,278
JFK,9,29,265
JFK,9,30,271
JFK,11,1,263
JFK,11,2,263
JFK,11,3,246
JFK,11,4,257
JFK,11,5,265
JFK,11,6,263
JFK,11,7,235
JFK,11,8,265
JFK,11,9,259
JFK,11,10,251
JFK,11,11,257
JFK,11,12,270
JFK,11,13,262
JFK,11,14,231
JFK,11,15,265
JFK,11,16,260
JFK,11,17,253
JFK,11,18,259
JFK,11,19,241
JFK,11,20,269
JFK,11,21,246
JFK,11,22,263
JFK,11,23,253
JFK,11,24,274
JFK,11,25,279
JFK,11,26,193
JFK,11,27,222
JFK,11,28,257
JFK,11,29,283
JFK,11,30,280
JFK,12,1,264
JFK,12,2,250
JFK,12,3,264
JFK,12,4,258
JFK,12,5,232
JFK,12,6,259
JFK,12,7,257
JFK,12,8,246
JFK,12,9,251
JFK,12,10,265
JFK,12,11,259
JFK,12,12,232
JFK,12,13,259
JFK,12,14,253
JFK,12,15,251
JFK,12,16,260
JFK,12,17,271
JFK,12,18,278
JFK,12,19,273
JFK,12,20,289
JFK,12,21,286
JFK,12,22,283
JFK,12,23,286
JFK,12,24,253
JFK,12,25,245
JFK,12,26,269
JFK,12,27,281
JFK,12,28,282
JFK,12,29,283
JFK,12,30,284
JFK,12,31,253
LAS,1,1,329
LAS,1,2,387
LAS,1,3,366
LAS,1,4,390
LAS,1,5,387
LAS,1,6,368
LAS,1,7,374
LAS,1,8,388
LAS,1,9,392
LAS,1,10,341
LAS,1,11,372
LAS,1,12,375
LAS,1,13,358
LAS,1,14,371
LAS,1,15,390
LAS,1,16,394
LAS,1,17,339
LAS,1,18,370
LAS,1,19,386
LAS,1,20,364
LAS,1,21,371
LAS,1,22,386
LAS,1,23,395
LAS,1,24,336
LAS,1,25,376
LAS,1,26,371
LAS,1,27,342
LAS,1,28,370
LAS,1,29,391
LAS,1,30,394
LAS,1,31,336
LAS,2,1,334
LAS,2,2,373
LAS,2,3,357
LAS,2,4,373
LAS,2,5,391
LAS,2,6,390
LAS,2,7,337
LAS,2,8,377
LAS,2,9,375
LAS,2,10,364
LAS,2,11,372
LAS,2,12,391
LAS,2,13,398
LAS,2,14,332
LAS,2,15,367
LAS,2,16,386
LAS,2,17,375
LAS,2,18,385
LAS,2,19,397
LAS,2,20,398
LAS,2,21,326
LAS,2,22,368
LAS,2,23,382
LAS,2,24,362
LAS,2,25,379
LAS,2,26,389
LAS,2,27,394
LAS,2,28,324
LAS,3,1,363
LAS,3,2,378
LAS,3,3,371
LAS,3,4,375
LAS,3,5,378
LAS,3,6,401
LAS,3,7,362
LAS,3,8,405
LAS,3,9,409
LAS,3,10,400
LAS,3,11,405
LAS,3,12,414
LAS,3,13,420
LAS,3,14,365
LAS,3,15,407
LAS,3,16,411
LAS,3,17,398
LAS,3,18,407
LAS,3,19,412
LAS,3,20,417
LAS,3,21,364
LAS,3,22,406
LAS,3,23,404
LAS,3,24,401
LAS,3,25,406
LAS,3,26,413
LAS,3,27,420
LAS,3,28,364
LAS,3,29,404
LAS,3,30,405
LAS,3,31,396
LAS,4,1,408
LAS,4,2,409
LAS,4,3,411
LAS,4,4,357
LAS,4,5,399
LAS,4,6,402
LAS,4,7,388
LAS,4,8,410
LAS,4,9,411
LAS,4,10,415
LAS,4,11,357
LAS,4,12,406
LAS,4,13,409
LAS,4,14,393
LAS,4,15,410
LAS,4,16,419
LAS,4,17,417
LAS,4,18,361
LAS,4,19,405
LAS,4,20,410
LAS,4,21,402
LAS,4,22,408
LAS,4,23,419
LAS,4,24,417
LAS,4,25,362
LAS,4,26,407
LAS,4,27,406
LAS,4,28,408
LAS,4,29,413
LAS,4,30,426
LAS,5,1,426
LAS,5,2,365
LAS,5,3,413
LAS,5,4,419
LAS,5,5,416
LAS,5,6,418
LAS,5,7,431
LAS,5,8,429
LAS,5,9,353
LAS,5,10,403
LAS,5,11,423
LAS,5,12,419
LAS,5,13,425
LAS,5,14,431
LAS,5,15,429
LAS,5,16,360
LAS,5,17,417
LAS,5,18,422
LAS,5,19,419
LAS,5,20,425
LAS,5,21,432
LAS,5,22,432
LAS,5,23,353
LAS,5,24,340
LAS,5,25,405
LAS,5,26,409
LAS,5,27,418
LAS,5,28,427
LAS,5,29,429
LAS,5,30,362
LAS,5,31,414
LAS,6,1,419
LAS,6,2,415
LAS,6,3,414
LAS,6,4,418
LAS,6,5,418
LAS,6,6,366
LAS,6,7,408
LAS,6,8,411
LAS,6,9,414
LAS,6,10,414
LAS,6,11,418
LAS,6,12,415
LAS,6,13,371
LAS,6,14,405
LAS,6,15,404
LAS,6,16,404
LAS,6,17,406
LAS,6,18,420
LAS,6,19,418
LAS,6,20,381
LAS,6,21,403
LAS,6,22,411
LAS,6,23,412
LAS,6,24,415
LAS,6,25,421
LAS,6,26,421
LAS,6,27,378
LAS,6,28,404
LAS,6,29,414
LAS,6,30,406
LAS,7,1,409
LAS,7,2,422
LAS,7,3,374
LAS,7,4,315
LAS,7,5,410
LAS,7,6,412
LAS,7,7,411
LAS,7,8,413
LAS,7,9,419
LAS,7,10,423
LAS,7,11,378
LAS,7,12,411
LAS,7,13,413
LAS,7,14,415
LAS,7,15,415
LAS,7,16,419
LAS,7,17,421
LAS,7,18,346
LAS,7,19,407
LAS,7,20,413
LAS,7,21,414
LAS,7,22,416
LAS,7,23,422
LAS,7,24,422
LAS,7,25,380
LAS,7,26,411
LAS,7,27,417
LAS,7,28,414
LAS,7,29,417
LAS,7,30,421
LAS,7,31,421
LAS,8,1,377
LAS,8,2,411
LAS,8,3,419
LAS,8,4,417
LAS,8,5,420
LAS,8,6,413
LAS,8,7,424
LAS,8,8,376
LAS,8,9,407
LAS,8,10,417
LAS,8,11,411
LAS,8,12,417
LAS,8,13,363
LAS,8,14,415
LAS,8,15,361
LAS,8,16,410
LAS,8,17,414
LAS,8,18,406
LAS,8,19,415
LAS,8,20,421
LAS,8,21,424
LAS,8,22,363
LAS,8,23,409
LAS,8,24,415
LAS,8,25,398
LAS,8,26,414
LAS,8,27,415
LAS,8,28,422
LAS,8,29,363
LAS,8,30,410
LAS,8,31,415
LAS,9,1,403
LAS,9,2,412
LAS,9,3,417
LAS,9,4,423
LAS,9,5,324
LAS,9,6,342
LAS,9,7,379
LAS,9,8,397
LAS,9,9,398
LAS,9,10,402
LAS,9,11,408
LAS,9,12,353
LAS,9,13,410
LAS,9,14,416
LAS,9,15,404
LAS,9,16,411
LAS,9,17,421
LAS,9,18,424
LAS,9,19,356
LAS,9,20,410
LAS,9,21,415
LAS,9,22,398
LAS,9,23,407
LAS,9,24,421
LAS,9,25,425
LAS,9,26,364
LAS,9,27,413
LAS,9,28,417
LAS,9,29,406
LAS,9,30,415
LAS,11,1,409
LAS,11,2,409
LAS,11,3,397
LAS,11,4,402
LAS,11,5,416
LAS,11,6,417
LAS,11,7,380
LAS,11,8,411
LAS,11,9,409
LAS,11,10,402
LAS,11,11,411
LAS,11,12,411
LAS,11,13,415
LAS,11,14,377
LAS,11,15,405
LAS,11,16,402
LAS,11,17,393
LAS,11,18,412
LAS,11,19,414
LAS,11,20,416
LAS,11,21,370
LAS,11,22,400
LAS,11,23,393
LAS,11,24,375
LAS,11,25,391
LAS,11,26,291
LAS,11,27,332
LAS,11,28,388
LAS,11,29,412
LAS,11,30,386
LAS,12,1,392
LAS,12,2,389
LAS,12,3,401
LAS,12,4,403
LAS,12,5,362
LAS,12,6,393
LAS,12,7,392
LAS,12,8,380
LAS,12,9,391
LAS,12,10,402
LAS,12,11,403
LAS,12,12,359
LAS,12,13,393
LAS,12,14,392
LAS,12,15,370
LAS,12,16,389
LAS,12,17,407
LAS,12,18,410
LAS,12,19,377
LAS,12,20,403
LAS,12,21,404
LAS,12,22,405
LAS,12,23,384
LAS,12,24,352
LAS,12,25,338
LAS,12,26,378
LAS,12,27,379
LAS,12,28,381
LAS,12,29,397
LAS,12,30,406
LAS,12,31,353
LAX,1,1,543
LAX,1,2,636
LAX,1,3,569
LAX,1,4,605
LAX,1,5,616
LAX,1,6,552
LAX,1,7,553
LAX,1,8,565
LAX,1,9,573
LAX,1,10,478
LAX,1,11,528
LAX,1,12,564
LAX,1,13,553
LAX,1,14,552
LAX,1,15,571
LAX,1,16,582
LAX,1,17,465
LAX,1,18,522
LAX,1,19,573
LAX,1,20,549
LAX,1,21,552
LAX,1,22,580
LAX,1,23,579
LAX,1,24,478
LAX,1,25,538
LAX,1,26,550
LAX,1,27,480
LAX,1,28,530
LAX,1,29,574
LAX,1,30,578
LAX,1,31,463
LAX,2,1,484
LAX,2,2,535
LAX,2,3,549
LAX,2,4,543
LAX,2,5,542
LAX,2,6,571
LAX,2,7,473
LAX,2,8,524
LAX,2,9,548
LAX,2,10,552
LAX,2,11,556
LAX,2,12,587
LAX,2,13,602
LAX,2,14,489
LAX,2,15,500
LAX,2,16,582
LAX,2,17,560
LAX,2,18,576
LAX,2,19,592
LAX,2,20,593
LAX,2,21,484
LAX,2,22,544
LAX,2,23,585
LAX,2,24,566
LAX,2,25,571
LAX,2,26,596
LAX,2,27,593
LAX,2,28,478
LAX,3,1,531
LAX,3,2,573
LAX,3,3,558
LAX,3,4,559
LAX,3,5,569
LAX,3,6,596
LAX,3,7,510
LAX,3,8,567
LAX,3,9,592
LAX,3,10,575
LAX,3,11,579
LAX,3,12,601
LAX,3,13,600
LAX,3,14,516
LAX,3,15,573
LAX,3,16,596
LAX,3,17,581
LAX,3,18,578
LAX,3,19,603
LAX,3,20,601
LAX,3,21,517
LAX,3,22,568
LAX,3,23,593
LAX,3,24,581
LAX,3,25,583
LAX,3,26,603
LAX,3,27,602
LAX,3,28,517
LAX,3,29,572
LAX,3,30,596
LAX,3,31,583
LAX,4,1,581
LAX,4,2,595
LAX,4,3,589
LAX,4,4,506
LAX,4,5,555
LAX,4,6,601
LAX,4,7,571
LAX,4,8,588
LAX,4,9,597
LAX,4,10,595
LAX,4,11,500
LAX,4,12,563
LAX,4,13,590
LAX,4,14,577
LAX,4,15,590
LAX,4,16,604
LAX,4,17,600
LAX,4,18,501
LAX,4,19,570
LAX,4,20,598
LAX,4,21,576
LAX,4,22,587
LAX,4,23,602
LAX,4,24,602
LAX,4,25,505
LAX,4,26,570
LAX,4,27,600
LAX,4,28,582
LAX,4,29,589
LAX,4,30,602
LAX,5,1,609
LAX,5,2,512
LAX,5,3,576
LAX,5,4,609
LAX,5,5,594
LAX,5,6,588
LAX,5,7,603
LAX,5,8,603
LAX,5,9,498
LAX,5,10,564
LAX,5,11,598
LAX,5,12,587
LAX,5,13,589
LAX,5,14,604
LAX,5,15,607
LAX,5,16,503
LAX,5,17,569
LAX,5,18,599
LAX,5,19,588
LAX,5,20,588
LAX,5,21,608
LAX,5,22,614
LAX,5,23,492
LAX,5,24,491
LAX,5,25,577
LAX,5,26,595
LAX,5,27,593
LAX,5,28,608
LAX,5,29,610
LAX,5,30,509
LAX,5,31,572
LAX,6,1,599
LAX,6,2,595
LAX,6,3,592
LAX,6,4,630
LAX,6,5,625
LAX,6,6,547
LAX,6,7,612
LAX,6,8,628
LAX,6,9,617
LAX,6,10,617
LAX,6,11,625
LAX,6,12,629
LAX,6,13,548
LAX,6,14,608
LAX,6,15,626
LAX,6,16,621
LAX,6,17,611
LAX,6,18,623
LAX,6,19,623
LAX,6,20,555
LAX,6,21,610
LAX,6,22,629
LAX,6,23,621
LAX,6,24,626
LAX,6,25,634
LAX,6,26,632
LAX,6,27,554
LAX,6,28,598
LAX,6,29,615
LAX,6,30,599
LAX,7,1,619
LAX,7,2,629
LAX,7,3,528
LAX,7,4,471
LAX,7,5,616
LAX,7,6,636
LAX,7,7,627
LAX,7,8,625
LAX,7,9,629
LAX,7,10,638
LAX,7,11,559
LAX,7,12,621
LAX,7,13,641
LAX,7,14,631
LAX,7,15,633
LAX,7,16,645
LAX,7,17,641
LAX,7,18,529
LAX,7,19,596
LAX,7,20,612
LAX,7,21,631
LAX,7,22,629
LAX,7,23,641
LAX,7,24,645
LAX,7,25,558
LAX,7,26,622
LAX,7,27,643
LAX,7,28,632
LAX,7,29,636
LAX,7,30,631
LAX,7,31,637
LAX,8,1,554
LAX,8,2,612
LAX,8,3,643
LAX,8,4,638
LAX,8,5,631
LAX,8,6,639
LAX,8,7,639
LAX,8,8,559
LAX,8,9,616
LAX,8,10,646
LAX,8,11,633
LAX,8,12,634
LAX,8,13,637
LAX,8,14,642
LAX,8,15,545
LAX,8,16,617
LAX,8,17,642
LAX,8,18,617
LAX,8,19,617
LAX,8,20,631
LAX,8,21,631
LAX,8,22,521
LAX,8,23,605
LAX,8,24,619
LAX,8,25,611
LAX,8,26,619
LAX,8,27,631
LAX,8,28,635
LAX,8,29,518
LAX,8,30,597
LAX,8,31,629
LAX,9,1,606
LAX,9,2,613
LAX,9,3,633
LAX,9,4,630
LAX,9,5,490
LAX,9,6,519
LAX,9,7,585
LAX,9,8,598
LAX,9,9,557
LAX,9,10,573
LAX,9,11,586
LAX,9,12,488
LAX,9,13,589
LAX,9,14,594
LAX,9,15,567
LAX,9,16,591
LAX,9,17,618
LAX,9,18,613
LAX,9,19,488
LAX,9,20,597
LAX,9,21,600
LAX,9,22,566
LAX,9,23,582
LAX,9,24,614
LAX,9,25,617
LAX,9,26,488
LAX,9,27,597
LAX,9,28,608
LAX,9,29,582
LAX,9,30,597
LAX,11,1,563
LAX,11,2,587
LAX,11,3,561
LAX,11,4,572
LAX,11,5,580
LAX,11,6,570
LAX,11,7,465
LAX,11,8,549
LAX,11,9,571
LAX,11,10,547
LAX,11,11,561
LAX,11,12,579
LAX,11,13,573
LAX,11,14,468
LAX,11,15,549
LAX,11,16,565
LAX,11,17,541
LAX,11,18,557
LAX,11,19,581
LAX,11,20,577
LAX,11,21,464
LAX,11,22,534
LAX,11,23,537
LAX,11,24,555
LAX,11,25,569
LAX,11,26,380
LAX,11,27,455
LAX,11,28,555
LAX,11,29,594
LAX,11,30,577
LAX,12,1,547
LAX,12,2,544
LAX,12,3,552
LAX,12,4,555
LAX,12,5,438
LAX,12,6,527
LAX,12,7,550
LAX,12,8,541
LAX,12,9,525
LAX,12,10,550
LAX,12,11,559
LAX,12,12,438
LAX,12,13,525
LAX,12,14,552
LAX,12,15,532
LAX,12,16,553
LAX,12,17,595
LAX,12,18,590
LAX,12,19,529
LAX,12,20,572
LAX,12,21,588
LAX,12,22,580
LAX,12,23,583
LAX,12,24,470
LAX,12,25,457
LAX,12,26,553
LAX,12,27,576
LAX,12,28,561
LAX,12,29,575
LAX,12,30,582
LAX,12,31,485
LGA,1,1,221
LGA,1,2,304
LGA,1,3,246
LGA,1,4,290
LGA,1,5,309
LGA,1,6,305
LGA,1,7,297
LGA,1,8,337
LGA,1,9,294
LGA,1,10,182
LGA,1,11,286
LGA,1,12,326
LGA,1,13,333
LGA,1,14,333
LGA,1,15,343
LGA,1,16,346
LGA,1,17,174
LGA,1,18,238
LGA,1,19,333
LGA,1,20,335
LGA,1,21,338
LGA,1,22,348
LGA,1,23,338
LGA,1,24,174
LGA,1,25,289
LGA,1,26,108
LGA,1,27,30
LGA,1,28,298
LGA,1,29,345
LGA,1,30,339
LGA,1,31,175
LGA,2,1,193
LGA,2,2,87
LGA,2,3,288
LGA,2,4,333
LGA,2,5,300
LGA,2,6,345
LGA,2,7,181
LGA,2,8,251
LGA,2,9,189
LGA,2,10,330
LGA,2,11,329
LGA,2,12,346
LGA,2,13,359
LGA,2,14,146
LGA,2,15,189
LGA,2,16,309
LGA,2,17,315
LGA,2,18,349
LGA,2,19,348
LGA,2,20,343
LGA,2,21,137
LGA,2,22,277
LGA,2,23,343
LGA,2,24,338
LGA,2,25,337
LGA,2,26,336
LGA,2,27,346
LGA,2,28,187
LGA,3,1,151
LGA,3,2,317
LGA,3,3,297
LGA,3,4,314
LGA,3,5,56
LGA,3,6,327
LGA,3,7,209
LGA,3,8,295
LGA,3,9,352
LGA,3,10,346
LGA,3,11,348
LGA,3,12,350
LGA,3,13,354
LGA,3,14,210
LGA,3,15,288
LGA,3,16,355
LGA,3,17,345
LGA,3,18,323
LGA,3,19,353
LGA,3,20,268
LGA,3,21,211
LGA,3,22,300
LGA,3,23,345
LGA,3,24,350
LGA,3,25,351
LGA,3,26,337
LGA,3,27,351
LGA,3,28,206
LGA,3,29,296
LGA,3,30,354
LGA,3,31,346
LGA,4,1,344
LGA,4,2,350
LGA,4,3,347
LGA,4,4,209
LGA,4,5,272
LGA,4,6,352
LGA,4,7,337
LGA,4,8,335
LGA,4,9,327
LGA,4,10,325
LGA,4,11,205
LGA,4,12,293
LGA,4,13,339
LGA,4,14,335
LGA,4,15,336
LGA,4,16,336
LGA,4,17,337
LGA,4,18,202
LGA,4,19,287
LGA,4,20,202
LGA,4,21,330
LGA,4,22,336
LGA,4,23,337
LGA,4,24,332
LGA,4,25,200
LGA,4,26,291
LGA,4,27,339
LGA,4,28,337
LGA,4,29,334
LGA,4,30,338
LGA,5,1,337
LGA,5,2,196
LGA,5,3,292
LGA,5,4,342
LGA,5,5,340
LGA,5,6,342
LGA,5,7,336
LGA,5,8,329
LGA,5,9,193
LGA,5,10,266
LGA,5,11,311
LGA,5,12,332
LGA,5,13,338
LGA,5,14,332
LGA,5,15,337
LGA,5,16,197
LGA,5,17,283
LGA,5,18,242
LGA,5,19,324
LGA,5,20,335
LGA,5,21,335
LGA,5,22,335
LGA,5,23,192
LGA,5,24,222
LGA,5,25,291
LGA,5,26,325
LGA,5,27,291
LGA,5,28,322
LGA,5,29,331
LGA,5,30,198
LGA,5,31,204
LGA,6,1,251
LGA,6,2,315
LGA,6,3,332
LGA,6,4,327
LGA,6,5,331
LGA,6,6,190
LGA,6,7,279
LGA,6,8,316
LGA,6,9,318
LGA,6,10,320
LGA,6,11,324
LGA,6,12,327
LGA,6,13,197
LGA,6,14,268
LGA,6,15,238
LGA,6,16,281
LGA,6,17,314
LGA,6,18,323
LGA,6,19,329
LGA,6,20,191
LGA,6,21,278
LGA,6,22,319
LGA,6,23,276
LGA,6,24,319
LGA,6,25,331
LGA,6,26,327
LGA,6,27,199
LGA,6,28,264
LGA,6,29,313
LGA,6,30,295
LGA,7,1,302
LGA,7,2,310
LGA,7,3,226
LGA,7,4,183
LGA,7,5,281
LGA,7,6,326
LGA,7,7,318
LGA,7,8,315
LGA,7,9,312
LGA,7,10,321
LGA,7,11,195
LGA,7,12,288
LGA,7,13,329
LGA,7,14,282
LGA,7,15,306
LGA,7,16,328
LGA,7,17,329
LGA,7,18,188
LGA,7,19,287
LGA,7,20,330
LGA,7,21,310
LGA,7,22,324
LGA,7,23,329
LGA,7,24,285
LGA,7,25,200
LGA,7,26,287
LGA,7,27,328
LGA,7,28,330
LGA,7,29,330
LGA,7,30,265
LGA,7,31,328
LGA,8,1,196
LGA,8,2,287
LGA,8,3,329
LGA,8,4,323
LGA,8,5,320
LGA,8,6,320
LGA,8,7,322
LGA,8,8,196
LGA,8,9,280
LGA,8,10,312
LGA,8,11,293
LGA,8,12,320
LGA,8,13,321
LGA,8,14,325
LGA,8,15,184
LGA,8,16,280
LGA,8,17,318
LGA,8,18,310
LGA,8,19,315
LGA,8,20,259
LGA,8,21,324
LGA,8,22,193
LGA,8,23,285
LGA,8,24,324
LGA,8,25,323
LGA,8,26,321
LGA,8,27,328
LGA,8,28,325
LGA,8,29,189
LGA,8,30,280
LGA,8,31,323
LGA,9,1,306
LGA,9,2,306
LGA,9,3,314
LGA,9,4,309
LGA,9,5,166
LGA,9,6,214
LGA,9,7,290
LGA,9,8,302
LGA,9,9,281
LGA,9,10,238
LGA,9,11,290
LGA,9,12,168
LGA,9,13,260
LGA,9,14,303
LGA,9,15,294
LGA,9,16,300
LGA,9,17,310
LGA,9,18,314
LGA,9,19,174
LGA,9,20,262
LGA,9,21,308
LGA,9,22,292
LGA,9,23,296
LGA,9,24,313
LGA,9,25,314
LGA,9,26,175
LGA,9,27,262
LGA,9,28,309
LGA,9,29,301
LGA,9,30,308
LGA,11,1,264
LGA,11,2,311
LGA,11,3,307
LGA,11,4,311
LGA,11,5,297
LGA,11,6,296
LGA,11,7,161
LGA,11,8,255
LGA,11,9,295
LGA,11,10,290
LGA,11,11,292
LGA,11,12,294
LGA,11,13,291
LGA,11,14,159
LGA,11,15,250
LGA,11,16,298
LGA,11,17,288
LGA,11,18,288
LGA,11,19,239
LGA,11,20,296
LGA,11,21,149
LGA,11,22,236
LGA,11,23,250
LGA,11,24,282
LGA,11,25,279
LGA,11,26,148
LGA,11,27,156
LGA,11,28,241
LGA,11,29,272
LGA,11,30,298
LGA,12,1,278
LGA,12,2,280
LGA,12,3,284
LGA,12,4,286
LGA,12,5,153
LGA,12,6,234
LGA,12,7,282
LGA,12,8,282
LGA,12,9,284
LGA,12,10,288
LGA,12,11,285
LGA,12,12,152
LGA,12,13,230
LGA,12,14,236
LGA,12,15,277
LGA,12,16,284
LGA,12,17,271
LGA,12,18,273
LGA,12,19,208
LGA,12,20,249
LGA,12,21,271
LGA,12,22,271
LGA,12,23,232
LGA,12,24,201
LGA,12,25,193
LGA,12,26,217
LGA,12,27,240
LGA,12,28,218
LGA,12,29,233
LGA,12,30,238
LGA,12,31,192
MCI,1,1,98
MCI,1,2,112
MCI,1,3,108
MCI,1,4,113
MCI,1,5,114
MCI,1,6,107
MCI,1,7,102
MCI,1,8,112
MCI,1,9,111
MCI,1,10,77
MCI,1,11,95
MCI,1,12,107
MCI,1,13,105
MCI,1,14,103
MCI,1,15,112
MCI,1,16,113
MCI,1,17,76
MCI,1,18,96
MCI,1,19,111
MCI,1,20,106
MCI,1,21,106
MCI,1,22,113
MCI,1,23,114
MCI,1,24,73
MCI,1,25,95
MCI,1,26,106
MCI,1,27,100
MCI,1,28,104
MCI,1,29,114
MCI,1,30,113
MCI,1,31,75
MCI,2,1,76
MCI,2,2,93
MCI,2,3,107
MCI,2,4,105
MCI,2,5,112
MCI,2,6,112
MCI,2,7,75
MCI,2,8,95
MCI,2,9,106
MCI,2,10,107
MCI,2,11,105
MCI,2,12,110
MCI,2,13,112
MCI,2,14,71
MCI,2,15,86
MCI,2,16,107
MCI,2,17,101
MCI,2,18,107
MCI,2,19,112
MCI,2,20,111
MCI,2,21,68
MCI,2,22,90
MCI,2,23,103
MCI,2,24,102
MCI,2,25,101
MCI,2,26,109
MCI,2,27,108
MCI,2,28,69
MCI,3,1,89
MCI,3,2,113
MCI,3,3,102
MCI,3,4,110
MCI,3,5,104
MCI,3,6,112
MCI,3,7,93
MCI,3,8,113
MCI,3,9,119
MCI,3,10,117
MCI,3,11,120
MCI,3,12,120
MCI,3,13,120
MCI,3,14,93
MCI,3,15,117
MCI,3,16,121
MCI,3,17,118
MCI,3,18,121
MCI,3,19,121
MCI,3,20,117
MCI,3,21,94
MCI,3,22,114
MCI,3,23,114
MCI,3,24,112
MCI,3,25,120
MCI,3,26,120
MCI,3,27,121
MCI,3,28,94
MCI,3,29,116
MCI,3,30,121
MCI,3,31,119
MCI,4,1,120
MCI,4,2,121
MCI,4,3,120
MCI,4,4,85
MCI,4,5,106
MCI,4,6,122
MCI,4,7,122
MCI,4,8,128
MCI,4,9,123
MCI,4,10,128
MCI,4,11,91
MCI,4,12,118
MCI,4,13,126
MCI,4,14,126
MCI,4,15,129
MCI,4,16,125
MCI,4,17,125
MCI,4,18,94
MCI,4,19,119
MCI,4,20,125
MCI,4,21,128
MCI,4,22,131
MCI,4,23,129
MCI,4,24,128
MCI,4,25,94
MCI,4,26,119
